Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fragile and conflict affected situations,FCS,14.732090652396,1.81560826584895,6.59405077244566,-5.41955452891824,12.3805615387423,3.84411473954091,1.09020852022613,2.23069838748739,5.89404481021241,2.7657883167474,1.96929279069522,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Heavily indebted poor countries (HIPC),HPC,-0.503437404649219,2.73819067248762,5.89258413453564,4.50823661348687,5.70989986484432,5.75545791330366,5.53920288289918,4.91048943791479,4.63442028151731,5.11539799710079,4.11224121304726,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,High income,HIC,3.15029490917114,4.03037302644486,2.96296796913612,1.85867801512541,1.28176859429703,1.43983182512177,2.02610192380861,2.33035571547249,1.71347625794174,2.30277712622721,2.23787130525976,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IBRD only,IBD,2.01997330640673,5.62717774739441,7.311064043131,5.99863234943079,5.03092845734476,4.96662399462259,4.27241022535965,3.6640527178688,3.94636549430057,4.60068298144462,4.343148102168,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA & IBRD total,IBT,2.15891898249797,5.51160809750384,7.23926660917134,5.90336413196482,5.00926962901713,5.02977770594117,4.36436130923011,3.69829871825793,3.89383787298654,4.57549463090596,4.34260746625148,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA blend,IDB,6.54018571282309,3.73615444243558,6.24374515047752,5.00146434114166,4.53178413139759,5.82324524146283,5.80065289034459,3.90853128856381,1.57689802528193,2.7430460508471,3.61421593704236,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA only,IDX,1.06001439098023,3.97741744456943,6.21392168888602,4.07804881204734,4.87069744394115,6.07125383941975,5.56026183641822,4.47162281462504,4.81216963802665,5.72364458468739,5.0515638957225,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA total,IDA,4.03254717057713,3.85176178821402,6.22914200118092,4.54937588321482,4.69669003423365,5.94411997090856,5.68335021317093,4.18298082455915,3.1508746076567,4.21647703906504,4.33503119393465,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Late-demographic dividend,LTE,0.21049291962369,6.77943338109172,7.62415267653489,6.6998256932781,5.37784588993455,5.20130779155119,4.58948642987842,3.87216860582625,3.77326564096323,4.69900631207183,4.82054501461381,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean,LCN,0.34689022110615,3.7891592320715,5.84172196868545,4.38741698168243,2.7842539249919,2.75389819776125,1.00102315840962,-0.359275093919493,-1.46246443521871,0.690910003047634,0.499146512930963,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (excluding high income),LAC,0.315084134845264,3.78328330877804,6.01104771678042,4.40775686111159,2.69742543567821,2.73044398020883,0.964740406823239,-0.541723600328652,-1.69127274028365,0.677350738620504,0.374039219331252,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.483480973926248,3.77916726935726,6.04672913578976,4.52337264117647,2.84967004092651,2.82803392150942,1.03930560643184,-0.413042919990616,-1.50312768403293,0.733141365633188,0.562073762625744,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Least developed countries: UN classification,LDC,0.42800718697022,4.19509113573628,6.24809113995003,3.79637643343412,4.94834984260618,5.731032862473,5.4386242576621,4.05614311750666,3.83155906445427,4.81101895270895,4.22771437986667,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low & middle income,LMY,2.11647201561679,5.56600251592954,7.36050327421268,5.93365586422483,5.09848715993351,5.12804184394562,4.41915792021884,3.71908280475435,3.9368234099519,4.60349910809545,4.33439442300197,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low income,LIC,0.524544847672132,2.65799032482232,6.97410819882498,3.49605348825052,3.48086482958996,6.07497424926183,5.78270498788707,2.91676494706772,3.42805898799408,4.87873752000513,4.95234224565191,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lower middle income,LMC,3.85480330700972,4.31880193872307,6.8371257127309,4.99269767155567,5.17563404130408,5.63734376426706,5.65762857528655,5.58913450803469,5.56480521943048,5.56018588936318,5.48782106915242,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa,MEA,13.1139918335195,5.73625380870331,5.05241277208026,3.67861598251433,3.89388599181615,2.69143808863394,2.89734755785982,2.48693746871189,4.91900770199905,1.48178653779797,2.3377626678425,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (excluding high income),MNA,12.9464753848234,4.44295424877474,5.26678360860467,-0.927726703361017,2.80797608852484,1.66709345992115,2.09461397745498,0.977211102181101,7.70168892397211,2.88816689603651,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,12.9464753848234,4.552534594383,5.24807603207896,-1.0182343895126,2.78119296094958,1.66270889328443,2.1128502523315,0.958014157640392,7.72570159057082,2.88620136381574,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,2.13961291666894,5.6060522181798,7.36610827389946,5.96888632616871,5.1211481544192,5.11498341998413,4.40018255130012,3.73039586144191,3.94378634898082,4.599750890941,4.3257843868638,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,1.72106279446311,4.19774959801353,2.61290888846722,1.7041763108415,2.19921542319099,1.8886267480632,2.49301543328413,2.66420558072184,1.52258181198859,2.29058241409189,2.82711377261909,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,3.08857097909913,3.99117254258847,2.91865623048051,1.8174455417264,1.26160419553372,1.4754154698398,2.03626129937359,2.41840928452169,1.74345951737153,2.47011020781032,2.25084206067345,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,..,..,8.3585711572991,7.5997754381855,3.55461865171871,2.89087159540151,2.87318553937696,2.9030573266265,2.43211235502557,2.22380640102722,2.13943214177542,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,4.13138150300858,-0.711716846539517,2.92292590412066,3.87234673557506,1.10629655744773,2.9578048475783,3.81136176800958,4.07369674836986,3.29313837120368,4.00606906182203,2.65447387201765,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Post-demographic dividend,PST,2.84795502640162,3.92358553105367,2.82863277627688,1.59708243351737,1.12147988517101,1.33729888830763,1.86899975524757,2.10865660602923,1.64245966414708,2.309646212396,2.15473849310945,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pre-demographic dividend,PRE,9.86097503111706,2.98673295102851,6.29828373308217,4.56907216326978,5.69237672911891,5.95055350999773,4.79880298971962,3.07824717001274,3.08608467656566,1.55141056753585,1.98798310744368,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,..,4.48218570754351,7.05982243755369,6.48244097600011,3.16784136015688,2.57616224068362,2.53837580119287,2.67365340302239,1.86675826395337,1.92182624700344,2.02984230391594,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,5.42840009724286,4.06278416724565,7.70350027632244,5.1375768683187,5.50198593146449,6.08755291092848,6.99260220725542,7.48032979695299,7.70694241066556,6.92683570052068,6.66329110639458,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia (IDA & IBRD),TSA,5.42840009724286,4.06278416724568,7.70350027632244,5.1375768683187,5.50198593146449,6.08755291092847,6.99260220725544,7.48032979695297,7.70694241066559,6.92683570052071,6.66329110639457,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa,SSF,2.38316042914519,3.50198933467578,5.5814260608346,4.4485679987871,4.0448363305118,5.00404362337412,4.65892656375144,2.82779784805081,1.23331192295399,2.53117014359259,2.38768938165627,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,2.37960513837933,3.50400993899559,5.58116239745547,4.44613216588712,4.04687665509304,5.0033203650074,4.65903756740025,2.8262808842386,1.23090121090689,2.52979920900394,2.3867292675138,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,2.38316042914515,3.50198933467578,5.5814260608346,4.44856799878713,4.04483633051184,5.0040436233741,4.65892656375146,2.82779784805076,1.23331192295402,2.53117014359256,2.38768938165632,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,1.65352064361069,5.97504758137153,7.51610589761007,6.24394506601062,5.10597658098698,4.9694359952796,4.04758581610389,3.20112727930173,3.47152691172244,4.31428196243284,3.96692534637022,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2.91837159393766,4.38354281441278,4.29892303908382,3.13298036679848,2.50763376884137,2.65436244725204,2.83318477414747,2.80594171976934,2.48150006925469,3.10881512112576,2.97365089321835,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Afghanistan,AFG,..,..,11.264133238155,-2.68108084876349,8.97487956759646,1.97416862890181,-0.665270517698119,-1.6228866716696,-0.541697283221524,0.0820789288754185,-1.35017833585495,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Albania,ALB,-11.1879052985212,7.63386640301194,4.2230368755483,2.82155873717815,1.58515488775825,1.1872054685296,1.98542608911822,2.51685221249549,3.48011700478818,3.91661197075454,4.40251487024605,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Algeria,DZA,-1.75407287637022,2.39950644017739,1.74677646320451,0.980204694064881,1.40179670455345,0.761674962215693,1.71044951625483,1.60047829963847,1.10456792075573,-0.750499557879849,-0.615183264336011,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,American Samoa,ASM,..,..,1.52429560889686,0.869269598167648,-4.23437728864654,-2.83679849163521,0.803753378222467,1.36590155070407,-2.64538324917581,-5.64961891041834,2.47043521275813,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Andorra,AND,-0.14261468196311,1.91345185341861,-5.3431361112859,-3.84725320509853,-0.0396675503243245,2.4052918336043,4.2932041332308,2.39598860802923,2.83028426104667,2.11506015294789,1.6227466770119,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Angola,AGO,-6.65753217768963,-0.26794453749595,1.0791689367887,-0.220846531029494,4.70645928027089,1.29208564355177,1.21983278506757,-2.46871516936926,-5.81623671756851,-3.40990331461406,-5.28777959390334,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Antigua and Barbuda,ATG,2.15497355156189,4.80818736357038,-8.92040249912563,-3.30423349856939,2.05110582991782,-1.80323259487324,2.62278049551703,2.71120684663117,4.42525495026875,2.1738184581005,6.4300264671072,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Argentina,ARG,-3.87410316538033,-1.87491241541325,9.30012832232192,4.78868313859434,-2.14528444981811,1.26568517537076,-3.57858050983292,1.62966427946265,-3.11006389821465,1.60928234377617,-3.46737624314432,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Armenia,ARM,..,6.57036387036523,2.58264808068078,4.72842677431717,6.91414364480887,2.82388903997261,3.07285853012422,2.73612872403588,-0.16150062037417,7.18375792957016,4.95169918007964,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Aruba,ABW,2.09291010616282,5.42760906762929,-3.8877600461179,3.06388237087862,-1.86416771739363,3.59319794754416,0.25056693031469,-0.991547779040417,-0.716487134265762,0.855431101992977,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Australia,AUS,2.04908201949108,2.70128931837841,0.492100955776877,1.04888379967608,2.1196825044921,0.834341933212656,1.01511499278639,0.732399751351792,1.17791143324995,0.657653883814675,1.3318775475184,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Austria,AUT,3.55354779021329,3.12743665014771,1.59257712849987,2.57644831811446,0.222450576943075,-0.562298942527448,-0.122370667337563,-0.111540189504495,0.98463828322204,1.76708743764632,1.84705120008107,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Azerbaijan,AZE,..,10.1910296245971,3.54945565734806,-2.84718295295991,0.85388605157209,4.48247007657503,1.52213919218541,-0.145834453695798,-4.14176979774351,-1.2557206009697,0.512193852983529,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Bahamas, The",BHS,-3.3206565034786,2.75534958824444,0.0117279344703718,-0.684017477592718,1.95077548458195,-3.8993995372296,-0.205232091040671,-0.362951163814515,-0.543773105647915,-0.93724983086706,0.544150188792798,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bahrain,BHR,1.31200257216312,0.852697131889045,-0.353779259512081,-0.991929406389531,1.98932964671978,4.20749360537125,2.70655678472522,0.180519551236884,-0.441055395486401,-0.940563981443205,-3.11062510562859,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bangladesh,BGD,3.08698402350078,3.25749967913609,4.3909803668064,5.25309562973739,5.29824495849087,4.79440164181352,4.85610832403805,5.36878342333158,5.95091457759985,6.14210394847194,6.73701752220683,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Barbados,BRB,-3.67037140701947,4.0378869704827,-2.52650670538756,-1.09478550684366,-0.317909721480362,-1.57617530320981,-0.354732941362968,2.02613967083379,2.11009654557748,-0.325475119390731,-0.640057735871636,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belarus,BLR,..,6.29963644799008,7.98206918275517,5.57238583709254,1.78036177565718,0.987444297302417,1.63497132996299,-3.98264886374076,-2.6487098312428,2.56748260752468,3.18981305431069,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belgium,BEL,2.83026812085834,3.46545030511354,1.9287568820322,0.380018329951753,0.11641512246463,-0.0131624623842725,1.12858585492231,1.44327342388083,0.998454175156894,1.57215372315021,1.0417195307113,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belize,BLZ,9.01727033947066,9.21425209815376,0.879869659196203,-0.242059956602787,0.573592984675031,-1.39868416441409,1.4472478992847,1.26348827778328,-2.60297812152156,-0.551942156420353,1.07136952894078,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Benin,BEN,5.50710721399892,2.74780021602182,-0.715273205168543,0.11605829820877,1.92472037239352,4.23970812687595,3.43371285532312,-0.695138395049582,1.13324063389516,2.96688150864692,3.97518359608362,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bermuda,BMU,-0.798461539604872,8.34832337923115,-1.32438480325234,-2.50110330788415,-5.17820382726485,-2.81561491083635,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bhutan,BTN,9.07481064666094,4.55561305047635,10.7733678868603,6.76852946157733,3.87705671392078,0.875533067778036,4.47932656158085,5.35000046175887,6.83061093483157,3.40833912260233,1.82227316600887,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bolivia,BOL,2.44505994658084,0.544926184712779,2.42927786018541,3.51097503109318,3.45369767643476,5.12757347801841,3.84375722818145,3.28271871061374,2.73203994226454,2.69606529621936,2.7521559420484,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bosnia and Herzegovina,BIH,..,5.2800104904355,1.5957463936588,2.12915035329164,0.848511513414408,4.15291029256724,2.90546511092504,4.67370251496288,4.45829404121947,3.1862421882704,4.48391430484476,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Botswana,BWA,3.26516336491491,-0.0646763973303592,6.72754458970827,4.55935822956552,3.21936951496281,10.1026077984442,2.84890352119996,-3.18599697312145,2.40941657953462,0.798912535362106,2.18307407293796,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brazil,BRA,-4.84187100023273,2.91182644263147,6.52437280430098,3.02640687281159,1.01450977476631,2.10893071892259,-0.352473219540371,-4.35159126671624,-4.09860698244351,0.251381945083139,0.32807790722056,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brunei Darussalam,BRN,-1.7484336060365,0.70238441685602,1.34764938748842,2.4166421030224,-0.427894473886155,-3.44062744548282,-3.62420517458962,-1.79814526014643,-3.60233301645837,0.213081517950215,-0.99478850862225,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bulgaria,BGR,-7.4632076545484,5.2844853542843,1.99327953842283,2.57051342984499,0.612051095387244,1.05790955605502,2.41800281989239,4.13351489936093,4.66831446724521,4.57230650133613,3.84031545793022,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burkina Faso,BFA,-3.21121444317946,-1.03264256285028,2.23943499739836,3.46627147455733,3.30923981741063,2.68483140830034,1.28209364611807,0.885054448301091,2.86309748601946,3.3195139267073,3.81291202224394,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burundi,BDI,0.99007908775603,-2.59368363230537,1.75637635285388,0.748442778960595,1.19805667252835,1.68746987596798,1.02152974753199,-6.88640571719623,-3.70833606243559,-2.6469412215971,-1.55740735383216,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cabo Verde,CPV,-1.32524696205817,12.2201034830578,0.23453418287653,2.67629883828522,-0.194322592704921,-0.480116296055641,-0.654704681340107,-0.239305247553261,3.44355629892625,2.47670834706955,3.86593584728266,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cambodia,KHM,..,8.26389150471097,4.34457427422036,5.38187244910158,5.57786320621257,5.59997282280331,5.40178261075788,5.33323300295301,5.36873194174099,5.38988623294368,5.90774125002211,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cameroon,CMR,-8.92958356207622,0.874400224367733,0.619379564665024,1.31442704875386,1.72655349970383,2.57771065589441,3.06183608083622,2.85576646935637,1.90102437362913,0.853486026492732,1.37919198196641,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Canada,CAN,-1.33414391669075,3.94521853485763,1.94962821027747,2.14230900125942,0.663303087551242,1.25465502005018,1.83945984552483,-0.0587846370278697,-0.0313278479413128,1.76452971312881,0.471065971004833,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cayman Islands,CYM,..,-3.49573512734322,-5.03307407492392,-0.938990758021731,-0.624585600588375,-0.3666355490125,1.10917649171402,1.37369291079101,1.70395757303024,1.71766495706936,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Central African Republic,CAF,-4.27419941685207,-4.69690381776685,3.45868616761015,3.44314497381156,4.63275672145772,-36.5568195536156,-0.2828524979235,3.66382025941674,3.72266335723018,3.20043121900284,2.22474284797838,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chad,TCD,-7.22078577303513,-4.46360545888291,9.82604764547629,-3.22747871539845,5.27357399354591,2.21669837698148,3.43301682181134,-0.490774024279631,-9.15696640169109,-5.92877662311096,-0.415664166030837,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Channel Islands,CHI,..,5.19357653729118,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chile,CHL,1.65320889229147,4.09428735354267,4.75022381395627,5.05778792023305,4.30921750358573,3.03152589046083,0.692556386599065,1.10594434534089,0.332088719456664,-0.153995449190788,2.58767649434913,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,China,CHN,2.39361245948719,7.6400016553426,10.103100723313,9.02725594457161,7.33538000995731,7.23786251543072,6.75762201999564,6.36346930007561,6.16028102541586,6.16177200430054,6.08224115521752,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Colombia,COL,2.24983574786401,1.28736794818924,3.25696262126047,6.32707006560985,2.97005236159309,3.62139702440898,3.67601244808095,1.76118405663533,0.708331383936113,-0.160980395706162,1.02471485612077,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Comoros,COM,2.03700974834095,8.08688541007577,1.32568276597478,1.6133337948125,0.73357493936517,2.01472471272537,-0.304632304831813,-1.22946294800487,0.961267015898741,1.48145217711017,1.14050990405651,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Dem. Rep.",COD,-9.66521875485859,-9.25508466502153,3.5988403230232,3.36641199280993,3.57179013846071,4.92756252279231,5.89588603436783,3.44260459785792,-0.907723406654114,0.401471108096672,2.39991066397216,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Rep.",COG,-1.72438665001907,4.51533515450396,5.48579447913615,0.570601586728486,1.14515618228064,0.921951607167969,4.20534965928347,0.12854665941984,-5.23741467018446,-5.55919654481907,-1.5492440284501,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Costa Rica,CRI,0.883431622169269,1.8169169226085,3.65324623708435,3.05291815906348,3.56935633914284,1.10214730569425,2.36502086820241,2.51140318953809,3.1493243924418,2.34003491400641,1.61806178494115,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cote d'Ivoire,CIV,-4.59949654893489,-4.58054060425691,-0.336444148996392,-6.64111818873445,8.04235248886403,6.2257068872,6.10311564011174,6.1320680300342,5.26791082713056,4.99270908561252,4.72569209854963,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Croatia,HRV,..,4.3024071819259,-1.27257847688537,0.0349420245760825,-1.93843205749161,-0.271151237906295,0.303881742845235,3.284810940819,4.20876677937825,4.38495908505845,3.51246071661235,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cuba,CUB,-3.80043342742538,5.51723820295197,2.39835137746303,2.70314589675964,2.82793408625007,2.51429970385982,0.831466816994265,4.27326022419349,0.422178217262115,1.77179380101539,2.2585896849249,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Curacao,CUW,..,..,-1.17626926774395,-0.806884969267244,-0.964264113308545,-1.91243196872605,-2.46219547578986,-1.0358839857313,-2.03087910494627,-2.05324118036592,-1.96660723942433,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cyprus,CYP,5.13996946978786,4.84416854825056,-1.28042962912113,-2.12588676550578,-4.34671215019054,-5.58007036190139,-0.219240256042653,2.5444893465441,4.33253543801553,3.5016365059666,2.74515567885148,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Czech Republic,CZE,..,4.55953033078632,1.97586819137179,1.56762726240612,-0.938553681715106,-0.516675080422502,2.60703704468281,5.10241576594581,2.25397655388116,4.07576634597022,2.65491943973517,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Denmark,DNK,1.31052514831973,3.40068456473799,1.4194865934675,0.92039369613164,-0.149916083122164,0.513424412245797,1.10543347168522,1.62216558493076,2.44336954913602,1.3818217343226,1.81793289835595,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Djibouti,DJI,..,..,..,..,..,..,5.22658575887232,5.87297144114376,5.17874908075547,3.40908654661807,3.82998551984062,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominica,DMA,5.87374595319052,2.61133524434914,0.634192936914204,-0.277141506708489,-1.12710311435788,-1.07087790978866,4.34656298881096,-2.82507730573775,2.378153300546,-6.99637283826597,2.02613137595806,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominican Republic,DOM,-7.25160310713619,3.07987408113645,7.01675046987774,1.89234869891592,1.49996328098698,3.65078722860287,5.81880990784531,5.71542577206503,5.4686354669428,3.51792400192824,5.83455956557802,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ecuador,ECU,1.25724814827197,-0.813530424638515,1.89292757238246,6.2210516775317,4.07025297076338,3.38728046840993,2.1989412270929,-1.50758512320009,-2.89802488713731,0.573877116510374,-0.397089902803245,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Egypt, Arab Rep.",EGY,3.13372619990464,4.33634758828747,3.08086461640956,-0.363937290737226,-0.012959636795415,-0.105957426078533,0.616853230317076,2.09372219629829,2.13201200912987,2.02557785770934,3.19443129839827,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,El Salvador,SLV,3.44953512139028,0.385980765791615,1.6718667861082,3.37085104321105,2.3646277003393,1.7729191132332,1.24121832990988,1.91336058273393,2.00677322794024,1.79440942570091,2.01797814423728,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Equatorial Guinea,GNQ,-4.70401664135457,13.4532932664748,-12.9816890324711,1.8592726274268,3.65575583797506,-8.1607311466606,-3.68850197019202,-12.7105829873211,-12.313974362785,-8.22197814140453,-9.49735268324022,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eritrea,ERI,..,-5.46628303099223,0.565915707035771,7.2076052658756,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Estonia,EST,..,9.57521306550501,2.94140132344222,7.7682546216908,3.47997321230089,1.70751319282927,3.25777091485901,1.77814515858563,2.6016939207021,5.62084882162608,4.48356857067742,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eswatini,SWZ,17.4992346418024,0.613767121414185,3.07537247364714,1.56099227645015,4.68276864861086,3.14067096197246,0.159172779992133,1.47629849505751,0.364686672930702,1.04812008898153,1.32064533880811,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ethiopia,ETH,-0.739172813143156,3.05912587133388,9.46059714812554,8.09484989853613,5.61658278843269,7.49986434435532,7.21318728241347,7.39145149516671,6.50967619654823,6.62575716124269,4.0480702388884,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Fiji,FJI,5.22219073498999,-2.27003724122942,2.21455901412079,2.27324447525878,1.22140313851646,4.66900319731189,5.50052606973317,4.40185521826095,2.06656294518055,4.81778684141298,2.82031929190161,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Finland,FIN,0.197500409157129,5.5540011392774,2.71491986408689,2.07326241903831,-1.86540089402051,-1.35753630792438,-0.776140379969092,0.229909929575697,2.33344712217614,2.80973365212954,1.49020814289361,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,France,FRA,2.40170426248901,3.21429771147173,1.44701286047184,1.69963011978574,-0.171212887082078,0.0599057325755012,0.472969997915911,0.691921866042719,0.692650644122807,2.25198093563385,1.53946311803286,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,French Polynesia,PYF,0.0635162950925832,2.07068163967502,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gabon,GAB,2.33644520724351,-4.22398533409248,3.44940874841105,3.24610391795758,1.33821343702425,1.72091797714235,0.619862380246332,0.471570201998503,-0.968799964486564,-2.29157573813745,-1.75503918821659,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Gambia, The",GMB,-0.771422027225384,2.25182133030938,2.78299345667688,-10.8620039743524,2.10014035501909,-0.202343345823479,-4.34615116032873,0.974136240397243,-1.05824882916572,1.75661613322822,3.45318886171901,..
